Ciclo,X_max_Atual,Duration_max,Corrente_A_mean,Corrente_A_std,Corrente_A_max,Corrente_A_min,Corrente_A_median,Volt_A_mean,Volt_A_std,Volt_A_max,Volt_A_min,Fbk_Vel_mean,Fbk_Vel_std,Fbk_Vel_max,Fbk_Vel_min,Ciclo_Relativo,Distancia_Ref
21,190.0,0.299,-0.33746666666666664,0.5001184322731846,0.05,-1.64,-0.01,12.890533333333334,0.20233952743551412,13.64,12.25,-0.6525833333333334,1.3954764122277485,0.21,-4.78,-1779.0,0.0
22,190.0,0.299,-0.3372833333333333,0.5003098736499962,0.05,-1.62,-0.01,12.887016666666666,0.20941989927553833,13.67,12.03,-0.5783666666666666,1.3204650868658392,0.21,-4.78,-1778.0,0.0
23,190.0,0.299,-0.36271666666666663,0.5152960343925194,0.04,-1.67,-0.01,12.883766666666666,0.21431993361669577,13.68,12.23,-0.65065,1.3932038996536065,0.21,-4.78,-1777.0,0.0
24,190.0,0.299,-0.3439,0.5029984782434157,0.05,-1.64,-0.01,12.8856,0.21143907902805875,13.65,12.17,-0.6096666666666667,1.3466243788023682,0.21,-4.78,-1776.0,0.0
25,190.0,0.299,-0.34690000000000004,0.5066714088317456,0.05,-1.64,-0.01,12.887516666666667,0.20602364579484808,13.66,12.29,-0.6530166666666667,1.3959952498551893,0.21,-4.78,-1775.0,0.0
26,190.0,0.299,-0.37845,0.5243987868464961,0.05,-1.7,-0.01,12.878833333333334,0.21798509442438646,13.66,12.27,-0.6437999999999999,1.384803365319785,0.21,-4.78,-1774.0,0.0
27,190.0,0.299,-0.36073333333333335,0.5143767438495295,0.05,-1.67,-0.01,12.883533333333332,0.2130661341416963,13.65,12.22,-0.6068,1.3435480250041254,0.21,-4.78,-1773.0,0.0
28,190.0,0.299,-0.36891666666666667,0.5189748399775964,0.05,-1.69,-0.01,12.878816666666667,0.21981727057481543,13.69,11.55,-0.57465,1.3184478445118073,0.21,-4.78,-1772.0,0.0
29,190.0,0.299,-0.36003333333333337,0.5132579485585066,0.05,-1.66,-0.01,12.880183333333335,0.23359311339720495,13.69,10.53,-0.6600666666666667,1.4038545775876903,0.21,-4.78,-1771.0,0.0
30,190.0,0.299,-0.36238333333333334,0.5159513828239557,0.04,-1.68,-0.01,12.883683333333334,0.21322376433773355,13.63,12.22,-0.64925,1.3914052675374218,0.21,-4.78,-1770.0,0.0
31,190.0,0.299,-0.3642333333333333,0.5160111672856459,0.05,-1.68,-0.01,12.878916666666667,0.23236102469767284,13.67,10.57,-0.6498166666666666,1.3922907702909206,0.21,-4.78,-1769.0,0.0
32,190.0,0.299,-0.35538333333333333,0.510834388698219,0.05,-1.66,-0.01,12.884483333333334,0.2187345599925043,13.64,11.58,-0.6344166666666666,1.3742562692397646,0.21,-4.78,-1768.0,0.0
33,190.0,0.299,-0.3484333333333333,0.5070654835059875,0.05,-1.66,-0.01,12.887516666666667,0.21247173958535315,13.66,12.23,-0.6507833333333334,1.3934997748210318,0.21,-4.78,-1767.0,0.0
34,190.0,0.299,-0.34003333333333335,0.5004228584750732,0.05,-1.63,-0.01,12.885100000000001,0.21329670056235062,13.62,11.63,-0.6030333333333333,1.3398465509860464,0.21,-4.78,-1766.0,0.0
35,190.0,0.299,-0.35173333333333334,0.5091667180798666,0.05,-1.65,-0.01,12.887816666666668,0.20955489769382152,13.66,12.17,-0.6486166666666667,1.3906897388124664,0.21,-4.78,-1765.0,0.0
36,190.0,0.299,-0.3660333333333333,0.5183323060753832,0.05,-1.68,-0.01,12.883000000000001,0.21517008064787047,13.68,11.9,-0.6453333333333333,1.3868670529626155,0.21,-4.78,-1764.0,0.0
37,190.0,0.299,-0.35165,0.5084052556835719,0.05,-1.65,-0.01,12.884683333333333,0.2131696551858212,13.67,12.25,-0.6417333333333334,1.382827302233324,0.21,-4.78,-1763.0,0.0
38,190.0,0.299,-0.35081666666666667,0.5065584884551161,0.05,-1.64,-0.01,12.880266666666666,0.21745360963385602,13.66,12.0,-0.5674166666666667,1.3176070381188738,0.21,-4.78,-1762.0,0.0
39,190.0,0.299,-0.3409666666666667,0.5011456646367362,0.05,-1.63,-0.01,12.889183333333333,0.2091213027271817,13.64,11.73,-0.6526833333333334,1.3954384186900362,0.21,-4.78,-1761.0,0.0
40,190.0,0.299,-0.34354999999999997,0.5039545427270455,0.05,-1.65,-0.01,12.88845,0.2080975857026984,13.65,12.25,-0.6036166666666667,1.340647472603649,0.21,-4.78,-1760.0,0.0
41,190.0,0.299,-0.34215,0.5015297575047482,0.05,-1.65,-0.01,12.8866,0.22781338466030468,13.68,10.6,-0.65645,1.3998276417274524,0.21,-4.78,-1759.0,0.0
42,190.0,0.299,-0.34535,0.5036320942022237,0.05,-1.65,-0.01,12.888516666666668,0.20862848030301173,13.66,12.23,-0.6456666666666666,1.3871597754500382,0.21,-4.78,-1758.0,0.0
43,190.0,0.299,-0.3729166666666667,0.5212281564158093,0.04,-1.7,-0.01,12.879966666666668,0.21994004090101663,13.71,12.04,-0.6512333333333333,1.393612118483306,0.21,-4.78,-1757.0,0.0
44,190.0,0.299,-0.36016666666666663,0.5136549177347349,0.05,-1.65,-0.01,12.880633333333334,0.21575491309917283,13.68,12.24,-0.5711666666666666,1.317684760264993,0.21,-4.78,-1756.0,0.0
45,190.0,0.299,-0.35795,0.5127258303699429,0.04,-1.66,-0.01,12.883816666666666,0.23121498005223812,13.63,10.5,-0.6417666666666667,1.3827335724726437,0.21,-4.78,-1755.0,0.0
46,190.0,0.299,-0.34665,0.5050079199035156,0.05,-1.65,-0.01,12.886700000000001,0.2117951966930242,13.69,12.29,-0.6404333333333333,1.3809034371478577,0.21,-4.78,-1754.0,0.0
47,190.0,0.299,-0.37393333333333334,0.5220972177000234,0.05,-1.7,-0.01,12.881233333333332,0.2157902251207203,13.68,12.26,-0.5681833333333334,1.3170048225271698,0.21,-4.78,-1753.0,0.0
48,190.0,0.299,-0.37035,0.5198764244136312,0.05,-1.69,-0.01,12.882066666666667,0.21584418007521894,13.65,12.23,-0.6863333333333334,1.433405609597273,0.21,-4.78,-1752.0,0.0
49,190.0,0.299,-0.3653166666666667,0.5187916804798571,0.05,-1.68,-0.01,12.884866666666667,0.21586255648995772,13.66,12.01,-0.6498,1.3922164838474276,0.21,-4.78,-1751.0,0.0
50,190.0,0.299,-0.3521666666666667,0.5090214241456714,0.05,-1.68,-0.01,12.888100000000001,0.2113200185747127,13.64,12.23,-0.6439166666666667,1.3853017461677617,0.21,-4.78,-1750.0,0.0
51,190.0,0.299,-0.35763333333333336,0.5123803485610485,0.06,-1.66,-0.01,12.88145,0.23217358115493955,13.65,10.54,-0.57055,1.317412168686654,0.21,-4.78,-1749.0,0.0
52,190.0,0.299,-0.3564833333333334,0.5114943895813302,0.05,-1.66,-0.01,12.88485,0.21138144279302842,13.65,11.9,-0.6435666666666666,1.3850844898280246,0.21,-4.78,-1748.0,0.0
53,190.0,0.299,-0.36579999999999996,0.5162262189989676,0.05,-1.67,-0.01,12.881333333333334,0.22612040956444507,13.66,11.3,-0.6588333333333334,1.4022888416970787,0.21,-4.78,-1747.0,0.0
54,190.0,0.299,-0.36183333333333334,0.5160854702241833,0.05,-1.69,-0.01,12.885233333333334,0.21472336255346244,13.66,12.03,-0.6436833333333333,1.3851965741260357,0.21,-4.78,-1746.0,0.0
55,190.0,0.299,-0.3612666666666666,0.5151404452698416,0.05,-1.67,-0.01,12.882933333333334,0.21366207281082744,13.64,12.24,-0.5848166666666667,1.3241134494826055,0.21,-4.78,-1745.0,0.0
56,190.0,0.299,-0.3520166666666667,0.5067261443467233,0.05,-1.64,-0.01,12.884733333333333,0.21369926184495214,13.69,11.69,-0.5695333333333333,1.317460797827362,0.21,-4.78,-1744.0,0.0
57,190.0,0.299,-0.33699999999999997,0.497490530610126,0.05,-1.64,-0.01,12.8902,0.20672894030089084,13.66,12.27,-0.6519333333333334,1.394810892055461,0.21,-4.78,-1743.0,0.0
58,190.0,0.299,-0.3621166666666667,0.5139019151091094,0.05,-1.68,-0.01,12.885483333333333,0.22120047273333612,13.66,11.71,-0.64295,1.3838092393286798,0.21,-4.78,-1742.0,0.0
59,190.0,0.299,-0.32435,0.4875476886909765,0.05,-1.6,-0.01,12.893616666666667,0.21222586887855496,13.65,11.32,-0.6517,1.394238482078364,0.21,-4.78,-1741.0,0.0
60,190.0,0.299,-0.33746666666666664,0.4986197130606083,0.05,-1.64,-0.01,12.8907,0.2084000022430229,13.63,12.05,-0.6483333333333333,1.3901832870194022,0.21,-4.78,-1740.0,0.0
61,190.0,0.299,-0.35746666666666665,0.5120383002508325,0.05,-1.67,-0.01,12.88665,0.21041721215706777,13.63,12.26,-0.644,1.3853789341977394,0.21,-4.78,-1739.0,0.0
62,190.0,0.299,-0.3545333333333333,0.5098549162408007,0.05,-1.67,-0.01,12.885783333333334,0.21009272073952379,13.66,12.29,-0.5934166666666667,1.3309726920190321,0.21,-4.78,-1738.0,0.0
63,190.0,0.299,-0.3436666666666666,0.5029335202242583,0.05,-1.64,-0.01,12.890783333333333,0.20892175622130282,13.67,12.22,-0.6430333333333333,1.3841104490300185,0.21,-4.78,-1737.0,0.0
64,190.0,0.299,-0.3403333333333333,0.4998051929906855,0.04,-1.64,-0.01,12.886483333333334,0.22308985078833926,13.63,10.67,-0.64175,1.3825682366698626,0.21,-4.78,-1736.0,0.0
65,190.0,0.299,-0.3322833333333333,0.4949092627470315,0.05,-1.62,-0.01,12.892733333333334,0.20652914087914168,13.64,12.14,-0.6636333333333333,1.4079986621477683,0.21,-4.78,-1735.0,0.0
66,190.0,0.299,-0.32908333333333334,0.4923847387363424,0.05,-1.6,-0.01,12.892800000000001,0.2009563777945191,13.64,12.25,-0.5758,1.319284102928706,0.21,-4.78,-1734.0,0.0
67,190.0,0.299,-0.31295,0.4791263587120707,0.05,-1.58,-0.01,12.894783333333333,0.21207289133917623,13.62,11.22,-0.6346333333333333,1.3743312954809885,0.21,-4.78,-1733.0,0.0
68,190.0,0.299,-0.3354833333333333,0.4967992037066502,0.05,-1.63,-0.01,12.891466666666666,0.20625813823508535,13.66,12.32,-0.64135,1.382362792099685,0.21,-4.78,-1732.0,0.0
69,190.0,0.299,-0.35073333333333334,0.5078953879465579,0.05,-1.64,-0.01,12.885316666666668,0.21770521120818637,13.65,11.3,-0.653,1.3959160562369426,0.21,-4.78,-1731.0,0.0
70,190.0,0.299,-0.34954999999999997,0.5084674976439171,0.05,-1.66,-0.01,12.88845,0.20554523973072053,13.63,12.3,-0.6464666666666666,1.3883483114641886,0.21,-4.78,-1730.0,0.0
71,190.0,0.299,-0.3417,0.5025502009824617,0.05,-1.66,-0.01,12.886716666666668,0.2234948985361313,13.62,10.68,-0.69285,1.4404480304338068,0.21,-4.78,-1729.0,0.0
72,190.0,0.299,-0.3449,0.5051200191270105,0.05,-1.64,-0.01,12.88925,0.20877239765680938,13.66,12.12,-0.6465333333333334,1.3882383290773312,0.21,-4.78,-1728.0,0.0
73,190.0,0.299,-0.3267,0.49118620006934655,0.05,-1.61,-0.01,12.892050000000001,0.20019680842487594,13.62,12.13,-0.64475,1.3862111093069278,0.21,-4.78,-1727.0,0.0
74,190.0,0.299,-0.33923333333333333,0.4995902283030716,0.05,-1.64,-0.01,12.88985,0.20717548190000643,13.68,12.21,-0.5995,1.3363625474012761,0.21,-4.78,-1726.0,0.0
75,190.0,0.299,-0.34819999999999995,0.5056103536481366,0.05,-1.66,-0.01,12.887,0.21066474009952915,13.68,12.26,-0.5803833333333334,1.3215761899206429,0.21,-4.78,-1725.0,0.0
76,190.0,0.299,-0.3198,0.48489775870175955,0.05,-1.59,-0.01,12.89295,0.20830854899877763,13.63,11.77,-0.6342,1.3737577578654445,0.21,-4.78,-1724.0,0.0
77,190.0,0.299,-0.33863333333333334,0.4997416349726102,0.05,-1.63,-0.01,12.890583333333334,0.20582703337592778,13.67,12.3,-0.63855,1.3790847891238063,0.21,-4.78,-1723.0,0.0
78,190.0,0.299,-0.3270166666666667,0.4906357836275791,0.05,-1.61,-0.01,12.890166666666667,0.21524914063272663,13.64,10.86,-0.6385833333333333,1.3789407610286473,0.21,-4.78,-1722.0,0.0
79,190.0,0.299,-0.3613166666666667,0.5147047386630768,0.05,-1.67,-0.01,12.883049999999999,0.20978770770433677,13.66,12.05,-0.6371166666666667,1.3773595701066936,0.21,-4.78,-1721.0,0.0
80,190.0,0.299,-0.31115,0.4796790567617336,0.05,-1.58,-0.01,12.894400000000001,0.19784812306328697,13.6,12.11,-0.5705166666666667,1.3174637569868264,0.21,-4.78,-1720.0,0.0
81,190.0,0.299,-0.2983,0.46979281122191835,0.05,-1.54,-0.01,12.897816666666667,0.19717470128526762,13.62,12.25,-0.638,1.3783759285238155,0.21,-4.78,-1719.0,0.0
82,190.0,0.299,-0.33971666666666667,0.5011213666325904,0.05,-1.63,-0.01,12.890866666666668,0.20501455355047715,13.63,12.27,-0.6243166666666666,1.3626315744672564,0.21,-4.78,-1718.0,0.0
83,190.0,0.299,-0.33248333333333335,0.4957845670757338,0.05,-1.62,-0.01,12.891283333333334,0.20512755847919484,13.61,11.99,-0.63975,1.38026905902152,0.21,-4.78,-1717.0,0.0
84,190.0,0.299,-0.34243333333333337,0.5027809928456262,0.05,-1.63,-0.01,12.889566666666667,0.2014806930494203,13.64,12.26,-0.5765,1.3196530694490038,0.21,-4.78,-1716.0,0.0
85,190.0,0.299,-0.34691666666666665,0.5036431478963325,0.05,-1.65,-0.01,12.886133333333333,0.21521363898747944,13.63,11.31,-0.6335833333333333,1.3732675507703835,0.21,-4.78,-1715.0,0.0
86,190.0,0.299,-0.34876666666666667,0.5068622374654705,0.05,-1.65,-0.01,12.887033333333333,0.20702809779758205,13.66,12.14,-0.6096333333333332,1.346762096956457,0.21,-4.78,-1714.0,0.0
87,190.0,0.299,-0.36193333333333333,0.5144034867048555,0.05,-1.68,-0.01,12.881083333333335,0.21660684183277779,13.67,11.56,-0.5684333333333333,1.3170911487234407,0.21,-4.78,-1713.0,0.0
88,190.0,0.299,-0.32931666666666665,0.4919220927115582,0.05,-1.61,-0.01,12.891333333333334,0.20782173132014858,13.62,12.05,-0.6345999999999999,1.3743391819264614,0.21,-4.78,-1712.0,0.0
89,190.0,0.299,-0.3527666666666667,0.5087852686922902,0.05,-1.66,-0.01,12.884283333333334,0.22845526053401702,13.66,10.53,-0.6184666666666666,1.3562200670759355,0.21,-4.78,-1711.0,0.0
90,190.0,0.299,-0.36266666666666664,0.5145429813809236,0.05,-1.67,-0.01,12.886483333333334,0.2112135214460136,13.65,11.88,-0.5746166666666667,1.3184901263988444,0.21,-4.78,-1710.0,0.0
91,190.0,0.299,-0.3439,0.5017616278858894,0.05,-1.63,-0.01,12.88965,0.21054673442959257,13.65,11.7,-0.6342666666666666,1.3741704295700483,0.21,-4.78,-1709.0,0.0
92,190.0,0.299,-0.3531333333333333,0.5089094519388266,0.05,-1.67,-0.01,12.885366666666668,0.21133378536559197,13.66,12.09,-0.6305499999999999,1.3696597426067278,0.21,-4.78,-1708.0,0.0
93,190.0,0.299,-0.3685,0.5170299313545859,0.05,-1.69,-0.01,12.879966666666668,0.2228222351330123,13.67,11.25,-0.6312833333333333,1.3702402893189978,0.21,-4.78,-1707.0,0.0
94,190.0,0.299,-0.3585333333333333,0.5121494025898863,0.05,-1.65,-0.01,12.880816666666668,0.23154305582343587,13.65,10.48,-0.6361666666666667,1.3763870729242835,0.21,-4.78,-1706.0,0.0
95,190.0,0.299,-0.35511666666666664,0.5103565021836115,0.05,-1.66,-0.01,12.889483333333335,0.2099381411131511,13.64,12.27,-0.6505166666666666,1.3931702834854276,0.21,-4.78,-1705.0,0.0
96,190.0,0.299,-0.3198166666666667,0.4862175221581849,0.05,-1.58,-0.01,12.892633333333333,0.19986656372284825,13.63,12.15,-0.5689166666666667,1.3173564588935436,0.21,-4.78,-1704.0,0.0
97,190.0,0.299,-0.33805,0.49920574394864364,0.05,-1.63,-0.01,12.890033333333333,0.20893880586561756,13.68,12.08,-0.6548666666666667,1.3980530161438094,0.21,-4.78,-1703.0,0.0
98,190.0,0.299,-0.36635,0.5165461037463084,0.05,-1.68,-0.01,12.883966666666668,0.21451797630770827,13.67,12.23,-0.5926,1.3300453404600403,0.21,-4.78,-1702.0,0.0
99,190.0,0.299,-0.36551666666666666,0.5167011061636504,0.05,-1.69,-0.01,12.8815,0.21399159798150616,13.69,12.13,-0.5696166666666667,1.3172251731006246,0.21,-4.78,-1701.0,0.0
100,190.0,0.299,-0.34286666666666665,0.501901342049219,0.05,-1.63,-0.01,12.888866666666667,0.2146598401358945,13.64,11.22,-0.6549666666666667,1.3981385187998392,0.21,-4.78,-1700.0,0.0
101,190.0,0.299,-0.3645,0.515581345220356,0.05,-1.67,-0.01,12.883650000000001,0.21606940431058402,13.65,12.24,-0.6435000000000001,1.3845182922238706,0.21,-4.78,-1699.0,0.0
102,190.0,0.299,-0.34313333333333335,0.5032523758631535,0.05,-1.64,-0.01,12.889816666666666,0.20600533176777325,13.63,12.25,-0.59615,1.3336069598544724,0.21,-4.78,-1698.0,0.0
103,190.0,0.299,-0.32061666666666666,0.48617012321140685,0.05,-1.59,-0.01,12.896283333333335,0.21483701876059136,13.65,10.9,-0.6433666666666666,1.3846707866979722,0.21,-4.78,-1697.0,0.0
104,190.0,0.299,-0.34536666666666666,0.5040711044612757,0.05,-1.63,-0.01,12.8877,0.20639373526489235,13.66,12.23,-0.6631,1.4074796819463575,0.21,-4.78,-1696.0,0.0
105,190.0,0.299,-0.35486666666666666,0.5093758486103048,0.05,-1.66,-0.01,12.88215,0.21462132860261585,13.68,11.91,-0.5696166666666667,1.3174003159162302,0.21,-4.78,-1695.0,0.0
106,190.0,0.299,-0.3566333333333333,0.5119457780745629,0.05,-1.67,-0.01,12.884933333333333,0.21313385220047112,13.64,11.58,-0.5855333333333334,1.3247074388532525,0.21,-4.78,-1694.0,0.0
107,190.0,0.299,-0.3543,0.5082683719222494,0.05,-1.66,-0.01,12.881666666666666,0.22140744714584998,13.64,11.18,-0.57835,1.320106401906272,0.21,-4.78,-1693.0,0.0
108,190.0,0.299,-0.3521666666666667,0.5068376922638924,0.05,-1.65,-0.01,12.882916666666667,0.21467137533417988,13.65,12.15,-0.5794166666666666,1.3209007498826788,0.21,-4.78,-1692.0,0.0
109,190.0,0.299,-0.34618333333333334,0.5044883022767848,0.06,-1.64,-0.01,12.887566666666666,0.21033341579157813,13.65,11.88,-0.6373166666666666,1.377723546291332,0.21,-4.78,-1691.0,0.0
110,190.0,0.299,-0.3577833333333333,0.5113685063673712,0.05,-1.66,-0.01,12.883933333333335,0.21147276445379748,13.67,12.05,-0.6311833333333333,1.3702875292836925,0.21,-4.78,-1690.0,0.0
111,190.0,0.299,-0.34976666666666667,0.5066393371213425,0.05,-1.64,-0.01,12.884133333333335,0.2126199919822688,13.65,11.57,-0.6298,1.3688108093230162,0.21,-4.78,-1689.0,0.0
112,190.0,0.299,-0.3292,0.49171230917239883,0.05,-1.61,-0.01,12.889566666666667,0.2052795940706032,13.61,11.79,-0.6189,1.3564483194746775,0.21,-4.78,-1688.0,0.0
113,190.0,0.299,-0.33353333333333335,0.49657644174189725,0.05,-1.61,-0.01,12.895366666666668,0.2029158042018449,13.66,12.27,-0.6602833333333333,1.4042452043876208,0.21,-4.78,-1687.0,0.0
114,190.0,0.299,-0.3232833333333333,0.48740776591338447,0.05,-1.59,-0.01,12.89005,0.21806899744364394,13.64,10.78,-0.5691833333333333,1.3174068345307528,0.21,-4.78,-1686.0,0.0
115,190.0,0.299,-0.33045,0.4932427849529886,0.05,-1.63,-0.01,12.89055,0.21128795951590343,13.64,11.91,-0.6347166666666666,1.3745059830904605,0.21,-4.78,-1685.0,0.0
116,190.0,0.299,-0.3455666666666667,0.504551582484753,0.05,-1.65,-0.01,12.888800000000002,0.2129447560171223,13.63,11.93,-0.6343166666666666,1.3741110465810673,0.21,-4.78,-1684.0,0.0
117,190.0,0.299,-0.3384166666666667,0.49710983699676853,0.05,-1.62,-0.01,12.888233333333334,0.20994842889039503,13.66,12.26,-0.6311666666666667,1.3703883558924088,0.21,-4.78,-1683.0,0.0
118,190.0,0.299,-0.33326666666666666,0.49533314084858815,0.05,-1.62,-0.01,12.892050000000001,0.20712669217418214,13.66,11.91,-0.6323166666666666,1.3718716604734718,0.21,-4.78,-1682.0,0.0
119,190.0,0.299,-0.3478333333333333,0.5048727229042749,0.05,-1.65,-0.01,12.8847,0.220227329808671,13.63,11.18,-0.5998,1.33680978227644,0.21,-4.78,-1681.0,0.0
120,190.0,0.299,-0.35065,0.5070699597426923,0.05,-1.67,-0.01,12.884516666666666,0.211313800446922,13.67,12.22,-0.5694,1.3175349979354025,0.21,-4.78,-1680.0,0.0
121,190.0,0.299,-0.3372833333333333,0.49825115160162214,0.05,-1.62,-0.01,12.891466666666666,0.21377327688949954,13.65,11.45,-0.6344666666666666,1.3742273769995448,0.21,-4.78,-1679.0,0.0
122,190.0,0.299,-0.33515,0.4965947254743532,0.05,-1.61,-0.01,12.890333333333333,0.21068270192488855,13.63,11.53,-0.6395833333333333,1.379999392606707,0.21,-4.78,-1678.0,0.0
123,190.0,0.299,-0.3405166666666667,0.4990420536799722,0.05,-1.63,-0.01,12.8862,0.21143178332107443,13.68,11.92,-0.5843166666666666,1.3240576828956307,0.21,-4.78,-1677.0,0.0
124,190.0,0.299,-0.3389,0.49755843609457756,0.05,-1.63,-0.01,12.886566666666667,0.2116369435661605,13.64,12.24,-0.5690166666666667,1.3173194058708873,0.21,-4.78,-1676.0,0.0
125,190.0,0.299,-0.3343833333333333,0.4956956155690503,0.05,-1.62,-0.01,12.889266666666668,0.20968565921801044,13.62,11.65,-0.64425,1.38553140212596,0.21,-4.78,-1675.0,0.0
126,190.0,0.299,-0.31995,0.4853804223740797,0.04,-1.58,-0.01,12.890133333333333,0.2127739884772332,13.64,11.31,-0.6174833333333334,1.3549112420543634,0.21,-4.78,-1674.0,0.0
127,190.0,0.299,-0.3248166666666667,0.4896538585820219,0.05,-1.6,-0.01,12.896016666666668,0.2022634021813946,13.63,12.32,-0.6436666666666666,1.3851608835599076,0.21,-4.78,-1673.0,0.0
128,190.0,0.299,-0.3271833333333333,0.4921876140944654,0.05,-1.61,-0.01,12.896483333333334,0.19923174580485437,13.62,12.37,-0.6347833333333334,1.3745823902680219,0.21,-4.78,-1672.0,0.0
129,190.0,0.299,-0.3472,0.5032281367292505,0.05,-1.65,-0.01,12.8831,0.2159493309147691,13.68,11.96,-0.6176666666666667,1.3553296350291326,0.21,-4.78,-1671.0,0.0
130,190.0,0.299,-0.34575,0.5036561857282907,0.05,-1.64,-0.01,12.8868,0.21406260298487825,13.63,11.65,-0.6328499999999999,1.3725388211361733,0.21,-4.78,-1670.0,0.0
131,190.0,0.299,-0.3093166666666667,0.4782400606895063,0.05,-1.57,-0.01,12.898266666666666,0.19788614681357364,13.65,12.13,-0.5893999999999999,1.3275673360396951,0.21,-4.78,-1669.0,0.0
132,190.0,0.299,-0.31583333333333335,0.48250076047814927,0.05,-1.58,-0.01,12.8971,0.20490705576554352,13.65,11.95,-0.62915,1.368123671847364,0.21,-4.78,-1668.0,0.0
133,190.0,0.299,-0.34063333333333334,0.5009992674634237,0.06,-1.64,-0.01,12.889100000000001,0.20963723337238246,13.63,11.67,-0.63725,1.377560182930674,0.21,-4.78,-1667.0,0.0
134,190.0,0.299,-0.33070000000000005,0.49264999410787663,0.05,-1.61,-0.01,12.891883333333334,0.2049543775665564,13.7,12.28,-0.63035,1.369378584253342,0.21,-4.78,-1666.0,0.0
135,190.0,0.299,-0.30261666666666664,0.47354238498031376,0.05,-1.56,-0.01,12.896300000000002,0.2172286594446963,13.61,10.98,-0.6349499999999999,1.3745624882935317,0.21,-4.78,-1665.0,0.0
136,190.0,0.299,-0.3239,0.4893972204651331,0.05,-1.59,-0.01,12.8957,0.20671331352862277,13.65,11.71,-0.6317833333333334,1.3709405955704996,0.21,-4.78,-1664.0,0.0
137,190.0,0.299,-0.31479999999999997,0.48169736063778557,0.06,-1.57,-0.01,12.895683333333332,0.205160956533398,13.61,12.25,-0.6350666666666667,1.3746840567862104,0.21,-4.78,-1663.0,0.0
138,190.0,0.299,-0.32275000000000004,0.49064021155560206,0.05,-1.61,-0.01,12.89465,0.20220044312182964,13.64,12.1,-0.6460333333333333,1.387719787722874,0.21,-4.78,-1662.0,0.0
139,190.0,0.299,-0.3082333333333333,0.4779001218172514,0.05,-1.58,-0.01,12.897483333333334,0.1976797794774279,13.62,12.17,-0.63835,1.3788132533012336,0.21,-4.78,-1661.0,0.0
140,190.0,0.299,-0.31921666666666665,0.48627254501525685,0.05,-1.59,-0.01,12.895266666666666,0.19913736055673953,13.63,12.32,-0.646,1.3877492857622213,0.21,-4.78,-1660.0,0.0
141,190.0,0.299,-0.30995,0.4774153046581874,0.04,-1.57,-0.01,12.896233333333335,0.2145830578200296,13.62,10.8,-0.6397166666666666,1.3802307105744716,0.21,-4.78,-1659.0,0.0
142,190.0,0.299,-0.2929333333333333,0.4665724795642151,0.05,-1.55,-0.01,12.903933333333335,0.1950305713518381,13.6,12.18,-0.6375500000000001,1.3778719277381148,0.21,-4.78,-1658.0,0.0
143,190.0,0.299,-0.3174,0.484692119547298,0.05,-1.58,-0.01,12.897933333333334,0.19937480468570007,13.63,12.29,-0.6347833333333334,1.3745282218917332,0.21,-4.78,-1657.0,0.0
144,190.0,0.299,-0.28246666666666664,0.45812047852462146,0.05,-1.51,-0.01,12.904533333333333,0.19457101193831425,13.54,12.31,-0.6472333333333333,1.3897943106561161,0.21,-4.77,-1656.0,0.0
145,190.0,0.299,-0.2772,0.4525710193394069,0.05,-1.49,-0.01,12.9039,0.20526978054422612,13.57,11.15,-0.6387833333333333,1.3795952878722875,0.21,-4.77,-1655.0,0.0
146,190.0,0.299,-0.3025333333333334,0.47331733300019724,0.05,-1.56,-0.01,12.899366666666667,0.1930147404706528,13.61,12.29,-0.6386166666666667,1.3789790517253642,0.21,-4.78,-1654.0,0.0
147,190.0,0.299,-0.2718666666666667,0.44895893178136675,0.06,-1.5,0.0,12.904216666666668,0.19686453667065723,13.59,12.38,-0.5710666666666666,1.3161799820430236,0.21,-4.77,-1653.0,0.0
148,190.0,0.299,-0.31485,0.48370576070399496,0.05,-1.58,-0.01,12.896866666666666,0.1992553304181749,13.63,12.28,-0.6411833333333333,1.3817564369818547,0.21,-4.78,-1652.0,0.0
149,190.0,0.299,-0.27418333333333333,0.4515504727469035,0.05,-1.49,-0.01,12.90645,0.20351558947313514,13.56,11.41,-0.6414166666666667,1.382563306042167,0.21,-4.77,-1651.0,0.0
150,190.0,0.299,-0.26303333333333334,0.44322516452287847,0.05,-1.48,0.0,12.909016666666666,0.1966604313641377,13.58,12.37,-0.6479166666666667,1.3913040782370645,0.21,-4.77,-1650.0,0.0
151,190.0,0.299,-0.28935,0.462221619510134,0.05,-1.52,-0.01,12.90175,0.2031704569015762,13.59,11.5,-0.6331666666666667,1.372322272495861,0.21,-4.77,-1649.0,0.0
152,190.0,0.299,-0.268,0.4461375698354688,0.06,-1.47,0.0,12.905800000000001,0.19793430724183622,13.56,12.29,-0.6003666666666666,1.3372591255388577,0.21,-4.77,-1648.0,0.0
153,190.0,0.299,-0.30116666666666664,0.47226266589496485,0.04,-1.55,-0.01,12.899716666666666,0.1988155739446988,13.65,12.26,-0.5722166666666666,1.3176078338141577,0.21,-4.78,-1647.0,0.0
154,190.0,0.299,-0.2820666666666667,0.4582521729123101,0.06,-1.51,-0.01,12.908783333333334,0.19486398592498555,13.56,12.31,-0.6377499999999999,1.3778264696497329,0.21,-4.77,-1646.0,0.0
